input_file,abstract_probability,intro_probability,conclusion_probability
PMC13901_plagiated_multiplagiated.xml,0.0844,0.33378571428571435,0.063925
PMC13902_plagiated_multiplagiated.xml,0.19453333333333334,0.33091250000000005,0.4578
PMC13913_plagiated_multiplagiated.xml,0.1885,0.3691357142857143,0.6377242424242424
PMC15015_plagiated_multiplagiated.xml,0.9992,0.373072,0.26948
PMC15023_plagiated_multiplagiated.xml,0.0349,0.35589000000000004,0.6438333333333334
PMC15024_plagiated_multiplagiated.xml,0.3139,0.3496705882352941,0.1841666666666667
PMC15025_plagiated_multiplagiated.xml,0.0112,0.4045458333333333,0.3353333333333333
PMC15027_plagiated_multiplagiated.xml,0.6977,0.2700962962962963,0.38032499999999997
PMC15028_plagiated_multiplagiated.xml,0.9987,0.2963166666666666,0.48174
PMC16139_plagiated_multiplagiated.xml,0.1525,0.34142,0.15115
PMC16145_plagiated_multiplagiated.xml,0.055466666666666664,0.4252714285714285,0.22466000000000003
PMC17599_plagiated_multiplagiated.xml,0.9875,0.5107548387096773,0.4505
PMC17803_plagiated_multiplagiated.xml,0.37295,0.42615000000000003,0.5683333333333334
PMC25775_plagiated_multiplagiated.xml,0.0082,0.36914230769230766,0.24554166666666669
PMC28987_plagiated_multiplagiated.xml,0.1988,0.3382,0.6438333333333334
PMC28992_plagiated_multiplagiated.xml,0.5757,0.6028833333333333,0.5578
PMC28994_plagiated_multiplagiated.xml,0.66715,0.5841428571428572,0.047799999999999995
PMC29004_plagiated_multiplagiated.xml,0.209,0.3516333333333334,0.69745
PMC29012_plagiated_multiplagiated.xml,0.5757,0.3516333333333334,0.411125
PMC29014_plagiated_multiplagiated.xml,0.0456,0.3516333333333334,0.5618
PMC29016_plagiated_multiplagiated.xml,0.034699999999999995,0.3869307692307693,0.4896
PMC29017_plagiated_multiplagiated.xml,0.5640999999999999,0.3869307692307693,0.17025
PMC29028_plagiated_multiplagiated.xml,0.89335,0.2963166666666666,0.5578
PMC29030_plagiated_multiplagiated.xml,0.2118,0.5634384615384616,0.66
PMC29031_plagiated_multiplagiated.xml,0.5757,0.4964882352941177,0.31343333333333334
PMC29044_plagiated_multiplagiated.xml,0.5870666666666667,0.3516333333333334,0.2760666666666666
PMC29046_plagiated_multiplagiated.xml,0.2118,0.492272,0.38888
PMC29048_plagiated_multiplagiated.xml,0.4502416666666667,0.4252714285714285,0.5578
PMC29057_plagiated_multiplagiated.xml,0.2515,0.6022571428571428,0.04226666666666667
PMC29058_plagiated_multiplagiated.xml,0.61285,0.3137095238095238,0.063925
PMC29059_plagiated_multiplagiated.xml,0.0096,0.3382,0.17025
PMC29061_plagiated_multiplagiated.xml,0.1779,0.3301692307692307,0.4522333333333333
PMC29062_plagiated_multiplagiated.xml,0.0097,0.33378571428571435,0.31343333333333334
PMC29063_plagiated_multiplagiated.xml,0.2976,0.5037733333333334,0.0717
PMC29065_plagiated_multiplagiated.xml,0.0153,0.5508769230769232,0.18125
PMC29066_plagiated_multiplagiated.xml,0.9811,0.52165,0.6438333333333334
PMC29067_plagiated_multiplagiated.xml,0.028633333333333334,0.38614000000000004,0.3970875
PMC29068_plagiated_multiplagiated.xml,0.9595,0.2700962962962963,0.5578
PMC29073_plagiated_multiplagiated.xml,0.0312,0.3516333333333334,0.12290000000000001
PMC29077_plagiated_multiplagiated.xml,0.232025,0.21182083333333335,0.5683333333333334
PMC29079_plagiated_multiplagiated.xml,0.9995,0.13291999999999998,0.411125
PMC29080_plagiated_multiplagiated.xml,0.47655000000000003,0.4252714285714285,0.48472857142857145
PMC29081_plagiated_multiplagiated.xml,0.0449,0.40737125,0.5683333333333334
PMC29083_plagiated_multiplagiated.xml,0.483,0.1843764705882353,0.4522333333333333
PMC29085_plagiated_multiplagiated.xml,0.02585,0.373072,0.15471000000000001
PMC29086_plagiated_multiplagiated.xml,0.483,0.47002083333333333,0.4522333333333333
PMC29087_plagiated_multiplagiated.xml,0.5105999999999999,0.4857714285714286,0.5578
PMC29088_plagiated_multiplagiated.xml,0.00555,0.13802307692307694,0.4389
PMC29089_plagiated_multiplagiated.xml,0.29950000000000004,0.2781571428571429,0.13269999999999998
PMC29092_plagiated_multiplagiated.xml,0.5391,0.2781571428571429,0.04226666666666667
PMC29094_plagiated_multiplagiated.xml,0.5757,0.339175,0.5664399999999999
PMC29096_plagiated_multiplagiated.xml,0.787,0.13291999999999998,0.22385
PMC29097_plagiated_multiplagiated.xml,0.9435,0.3137095238095238,0.063925
PMC29098_plagiated_multiplagiated.xml,0.81305,0.33378571428571435,0.4505
PMC29101_plagiated_multiplagiated.xml,0.3953,0.52165,0.411125
PMC30704_plagiated_multiplagiated.xml,0.483,0.5037733333333334,0.48472857142857145
PMC30706_plagiated_multiplagiated.xml,0.2809,0.34316315789473684,0.3353333333333333
PMC30707_plagiated_multiplagiated.xml,0.6207,0.5037733333333334,0.308788
PMC30708_plagiated_multiplagiated.xml,0.8027666666666667,0.2963166666666666,0.5578
PMC30711_plagiated_multiplagiated.xml,0.7163249999999999,0.339175,0.39712000000000003
PMC30712_plagiated_multiplagiated.xml,0.0087,0.3040611111111111,0.5683333333333334
PMC30714_plagiated_multiplagiated.xml,0.5049,0.47050769230769224,0.26333333333333336
PMC30715_plagiated_multiplagiated.xml,0.3449,0.6175666666666667,0.047799999999999995
PMC31330_plagiated_multiplagiated.xml,0.2882,0.4461117647058824,0.31343333333333334
PMC31332_plagiated_multiplagiated.xml,0.18395,0.3040611111111111,0.2516625
PMC31333_plagiated_multiplagiated.xml,0.7756,0.3516333333333334,0.411125
PMC31334_plagiated_multiplagiated.xml,0.3973,0.2792272727272727,0.6597999999999999
PMC31335_plagiated_multiplagiated.xml,0.09615,0.3200272727272727,0.3353333333333333
PMC31336_plagiated_multiplagiated.xml,0.17143333333333333,0.4252714285714285,0.3353333333333333
PMC31337_plagiated_multiplagiated.xml,0.6966,0.3516333333333334,0.3353333333333333
PMC31338_plagiated_multiplagiated.xml,0.6345000000000001,0.34316315789473684,0.0717
PMC31339_plagiated_multiplagiated.xml,0.18075000000000002,0.38614000000000004,0.6259666666666667
PMC31341_plagiated_multiplagiated.xml,0.007333333333333333,0.38614000000000004,0.22466000000000003
PMC31342_plagiated_multiplagiated.xml,0.5049,0.3516333333333334,0.047799999999999995
PMC31344_plagiated_multiplagiated.xml,0.3898,0.38614000000000004,0.6438333333333334
